index,tweet_id,author_id,inbound,created_at,chat_conversation,response_tweet_id,in_response_to_tweet_id,sentiment_analysis,sentiment,sentiment_explanation
663,1203,115923,True,Tue Oct 31 19:06:54 +0000 2017,"@VirginTrains Always some supposedly acceptable reason, yes I get that, but when one uses the trains every week and spends a lot of money, for it to be late regularly is just not acceptable.",1202,1204.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração em relação à regularidade dos atrasos dos trens, indicando que, apesar de entender que existem razões para isso, a situação é inaceitável para ele. A frase 'para que seja tarde regularmente é apenas inaceitável' demonstra claramente um descontentamento com o serviço.""
}",Negativo,"O usuário expressa frustração em relação à regularidade dos atrasos dos trens, indicando que, apesar de entender que existem razões para isso, a situação é inaceitável para ele. A frase 'para que seja tarde regularmente é apenas inaceitável' demonstra claramente um descontentamento com o serviço."
664,1204,VirginTrains,False,Tue Oct 31 19:05:47 +0000 2017,@115923 Sadly the service has been delayed due to a fault on the line ^CB,1203,1205.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa descontentamento ao mencionar que 'o serviço foi atrasado devido a um problema na linha', o que indica frustração com a situação.""
}",Negativo,"O usuário expressa descontentamento ao mencionar que 'o serviço foi atrasado devido a um problema na linha', o que indica frustração com a situação."
665,1205,115923,True,Tue Oct 31 19:03:31 +0000 2017,@VirginTrains The 06:20 from Euston. Now I'm here waiting on the 19:00 from B'ham int. Also late.,1204,1206.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao mencionar que está esperando por um trem que está atrasado, o que indica insatisfação com o serviço. A frase 'Also late' reforça essa insatisfação, sugerindo que a situação é inconveniente.""
}",Negativo,"O usuário expressa frustração ao mencionar que está esperando por um trem que está atrasado, o que indica insatisfação com o serviço. A frase 'Also late' reforça essa insatisfação, sugerindo que a situação é inconveniente."
666,1206,VirginTrains,False,Tue Oct 31 07:54:52 +0000 2017,"@115923 Hi Andy, really sorry to hear this. Which service are you travelling on please? ^HP",1205,1207.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa empatia ao dizer 'really sorry to hear this', o que indica que está respondendo a uma situação negativa ou desagradável. Essa preocupação com a situação do outro sugere um sentimento negativo predominante.""
}",Negativo,"O usuário expressa empatia ao dizer 'really sorry to hear this', o que indica que está respondendo a uma situação negativa ou desagradável. Essa preocupação com a situação do outro sugere um sentimento negativo predominante."
667,1207,115923,True,Tue Oct 31 07:46:40 +0000 2017,"@VirginTrains For at least the third time this year, I will miss the meeting I especially took the train for in the first place. So often late. No refund because it ""doesn't qualify"". Next season = car.",1206,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração e insatisfação com a frequência de atrasos dos trens, mencionando que perdeu reuniões importantes e não recebeu reembolso. A frase 'So often late' e 'No refund because it "" 
  				}",Negativo,"O usuário expressa frustração e insatisfação com a frequência de atrasos dos trens, mencionando que perdeu reuniões importantes e não recebeu reembolso. A frase 'So often late' e 'No refund because it "
668,1208,VirginTrains,False,Tue Oct 31 22:14:50 +0000 2017,@115924 Some lines will be reopening shortly so you'll get through but delays are expected ^CB,1209,1194.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário informa sobre a reabertura de algumas linhas e menciona que atrasos são esperados, sem expressar emoções positivas ou negativas. O tom é informativo e objetivo, como indicado pela frase 'Some lines will be reopening shortly so you'll get through but delays are expected'.""
}",Neutro,"A mensagem do usuário informa sobre a reabertura de algumas linhas e menciona que atrasos são esperados, sem expressar emoções positivas ou negativas. O tom é informativo e objetivo, como indicado pela frase 'Some lines will be reopening shortly so you'll get through but delays are expected'."
669,1209,115924,True,Tue Oct 31 22:15:54 +0000 2017,"@VirginTrains Thanks, we are an hour away so fingers crossed!!",,1208.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário expressa uma expectativa cautelosa ao dizer 'fingers crossed', o que indica esperança, mas não demonstra um sentimento forte ou positivo. A frase é mais uma declaração de situação do que uma expressão emocional clara.""
}",Neutro,"O usuário expressa uma expectativa cautelosa ao dizer 'fingers crossed', o que indica esperança, mas não demonstra um sentimento forte ou positivo. A frase é mais uma declaração de situação do que uma expressão emocional clara."
670,1194,115924,True,Tue Oct 31 22:13:25 +0000 2017,@VirginTrains We are enroute to Preston Now from Euston. Will we have to wait it out?,"1208,1210",1189.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário está fazendo uma pergunta sobre a situação da viagem, sem expressar emoções fortes. A frase 'Will we have to wait it out?' indica uma preocupação prática, mas não revela um sentimento positivo ou negativo claro.""
}",Neutro,"O usuário está fazendo uma pergunta sobre a situação da viagem, sem expressar emoções fortes. A frase 'Will we have to wait it out?' indica uma preocupação prática, mas não revela um sentimento positivo ou negativo claro."
671,1211,SouthwestAir,False,Tue Oct 31 22:25:58 +0000 2017,@115925 We're truly sorry to hear that. Please PM us more info so we can followup with you. ^VP,,1212.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressou uma situação que requer desculpas e acompanhamento, indicando insatisfação ou um problema. A frase 'We're truly sorry to hear that' sugere que houve uma queixa ou uma experiência negativa que motivou a resposta.""
}",Negativo,"O usuário expressou uma situação que requer desculpas e acompanhamento, indicando insatisfação ou um problema. A frase 'We're truly sorry to hear that' sugere que houve uma queixa ou uma experiência negativa que motivou a resposta."
672,1212,115925,True,Tue Oct 31 22:24:22 +0000 2017,I really hadthe WORST experience ever from start to finish with @SouthwestAir  will never fly internationally again with them,1211,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa uma experiência extremamente insatisfatória com a companhia aérea, utilizando a frase 'WORST experience ever' e afirmando que 'will never fly internationally again with them', o que indica claramente um descontentamento profundo.""
}",Negativo,"O usuário expressa uma experiência extremamente insatisfatória com a companhia aérea, utilizando a frase 'WORST experience ever' e afirmando que 'will never fly internationally again with them', o que indica claramente um descontentamento profundo."
673,1213,SouthwestAir,False,Tue Oct 31 22:25:25 +0000 2017,"@115926 Happy HalloWN! Bottoms up, Risa! ^SL",,1214.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa um tom festivo e alegre ao desejar 'Happy HalloWN!' e usar a expressão 'Bottoms up', que sugere celebração. Isso indica um sentimento positivo em relação à ocasião.""
}",Positivo,"O usuário expressa um tom festivo e alegre ao desejar 'Happy HalloWN!' e usar a expressão 'Bottoms up', que sugere celebração. Isso indica um sentimento positivo em relação à ocasião."
674,1214,115926,True,Tue Oct 31 22:20:26 +0000 2017,Celebrated Halloween on a @southwestair flight with my pumpkin spice @15890 and a delicious (free) @115927 O… https://t.co/GGPGaaFVq2 https://t.co/gnCxPEsaEv,1213,,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário compartilha uma experiência divertida e agradável ao celebrar o Halloween em um voo, mencionando um 'pumpkin spice' e um 'delicious (free)' item, o que indica satisfação e alegria. A escolha de palavras como 'celebrated' e 'delicious' reforça um tom positivo.""
}",Positivo,"O usuário compartilha uma experiência divertida e agradável ao celebrar o Halloween em um voo, mencionando um 'pumpkin spice' e um 'delicious (free)' item, o que indica satisfação e alegria. A escolha de palavras como 'celebrated' e 'delicious' reforça um tom positivo."
675,1215,SouthwestAir,False,Tue Oct 31 22:21:27 +0000 2017,"@115928 We aim to please, Eric! Your love means the world to us, and we can't wait to share the skies with you again soon! ^MK",,1216.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa um sentimento de gratidão e entusiasmo, afirmando que 'Seu amor significa o mundo para nós', o que demonstra uma forte apreciação e expectativa positiva em relação ao futuro.""
}",Positivo,"O usuário expressa um sentimento de gratidão e entusiasmo, afirmando que 'Seu amor significa o mundo para nós', o que demonstra uma forte apreciação e expectativa positiva em relação ao futuro."
676,1216,115928,True,Tue Oct 31 22:09:15 +0000 2017,Thanks to the wonderful @SouthwestAir crews of flights 1732 &amp; 560 for getting us from Sacramento to KC safe and sound! #YouRock,1215,,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa gratidão e apreciação pelos membros da equipe da Southwest Airlines, destacando que chegaram ao destino 'safely and sound', o que demonstra um sentimento de satisfação e reconhecimento. A frase 'You Rock' também reforça a positividade da mensagem.""
}",Positivo,"O usuário expressa gratidão e apreciação pelos membros da equipe da Southwest Airlines, destacando que chegaram ao destino 'safely and sound', o que demonstra um sentimento de satisfação e reconhecimento. A frase 'You Rock' também reforça a positividade da mensagem."
677,1217,SouthwestAir,False,Tue Oct 31 22:21:11 +0000 2017,@115929 Please DM us a picture of the error you're receiving. ^MA,1218,1219.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário está solicitando que a outra parte envie uma imagem do erro, o que indica uma abordagem prática e objetiva, sem expressar emoções positivas ou negativas. A mensagem é direta e não contém elementos que sugiram um sentimento forte.""
}",Neutro,"O usuário está solicitando que a outra parte envie uma imagem do erro, o que indica uma abordagem prática e objetiva, sem expressar emoções positivas ou negativas. A mensagem é direta e não contém elementos que sugiram um sentimento forte."
678,1218,115929,True,Wed Nov 01 00:59:26 +0000 2017,@SouthwestAir Its working again,1220,1217.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa satisfação ao afirmar que 'Está funcionando novamente', o que indica uma resolução de um problema anterior e uma sensação de alívio ou contentamento.""
}",Positivo,"O usuário expressa satisfação ao afirmar que 'Está funcionando novamente', o que indica uma resolução de um problema anterior e uma sensação de alívio ou contentamento."
679,1220,SouthwestAir,False,Wed Nov 01 01:01:03 +0000 2017,"@115929 Oh good! Happy to hear that, Jenessa. We hope to see you onboard soon! ^MA",,1218.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa felicidade ao ouvir boas notícias de Jenessa e demonstra entusiasmo em vê-la a bordo em breve, o que indica um tom otimista e encorajador. O trecho 'Oh good! Happy to hear that' reflete claramente esse sentimento positivo.""
}",Positivo,"O usuário expressa felicidade ao ouvir boas notícias de Jenessa e demonstra entusiasmo em vê-la a bordo em breve, o que indica um tom otimista e encorajador. O trecho 'Oh good! Happy to hear that' reflete claramente esse sentimento positivo."
680,1219,115929,True,Tue Oct 31 22:19:34 +0000 2017,@SouthwestAir consider this your 1st reported error,1217,1221.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário está reportando um erro, o que indica insatisfação ou frustração com o serviço da Southwest Airlines. A frase 'consider this your 1st reported error' sugere que o usuário está insatisfeito e quer que a empresa tome conhecimento de um problema, o que reforça a natureza negativa da mensagem.""
}",Negativo,"O usuário está reportando um erro, o que indica insatisfação ou frustração com o serviço da Southwest Airlines. A frase 'consider this your 1st reported error' sugere que o usuário está insatisfeito e quer que a empresa tome conhecimento de um problema, o que reforça a natureza negativa da mensagem."
